Cipu;Ra Luos;Endereço Cartorial;Setor;Quadra;Conjunto;Lote;Área de Projeto;Código ;Uos Parâmetro;Uos Setor;Padrão Cores;Inicio de Faixa;Fim de Faixa;Faixa de área;Coef. de aprov. básico;Coef. aprov. máximo;Taxa de ocupação;Taxa de permeabilidade;Altura máxima;Afast. de frente;Afast. de fundo;Afast. lat. direito;Afast. lat. esquerdo;Obs. de afastamento;Galeria;Cota de soleira;Notas específicas;Subsolo;Marquise em área pública;x;y
"48.632";TAGUATINGA;SETOR CENTRAL C 12 BL L LT 12;SETOR CENTRAL;C 12;BL L;LT 12;"37,5";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"51.162";TAGUATINGA;SETOR B SUL QSB 16 LT 15;SETOR B SUL;QSB 16;;LT 15;"300";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"56.474";TAGUATINGA;SETOR B SUL CSB 7 LT 8;SETOR B SUL;CSB 7;;LT 8;"1.742,5";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"56.944";TAGUATINGA;SETOR CENTRAL C 12 BL C LT 20;SETOR CENTRAL;C 12;BL C;LT 20;"100";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"59.980";TAGUATINGA;SETOR D SUL QSD 13 LT 5;SETOR D SUL;QSD 13;;LT 5;"300";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"61.563";TAGUATINGA;SETOR L NORTE QNL 4 BL D PJ 4;SETOR L NORTE;QNL 4;;BL D PJ 4;"1.470";302;RE 3;RE 3;RE 3;"100";"1.950";100<a≤1950;"3";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;PROIBIDO;;
"64.146";TAGUATINGA;SETOR CENTRAL C 12 BL O LT 11;SETOR CENTRAL;C 12;BL O;LT 11;"120";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"67.942";TAGUATINGA;SETOR CENTRAL C 12 BL D LT 2;SETOR CENTRAL;C 12;BL D;LT 2;"144";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"67.992";TAGUATINGA;SETOR C SUL CSC 2 LT 2;SETOR C SUL;CSC 2;;LT 2;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"69.045";TAGUATINGA;SETOR D SUL QSD 25 LT 6;SETOR D SUL;QSD 25;;LT 6;"300";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"69.590";TAGUATINGA;SETOR CENTRAL C 12 BL N LT 17;SETOR CENTRAL;C 12;BL N;LT 17;"37,5";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"69.652";TAGUATINGA;SETOR D SUL CSD 1 LT 18;SETOR D SUL;CSD 1;;LT 18;"140";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"70.259";TAGUATINGA;SETOR CENTRAL C 12 BL J LT 4;SETOR CENTRAL;C 12;BL J;LT 4;"84";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"72.930";TAGUATINGA;SETOR CENTRAL C 7 LT 16;SETOR CENTRAL;C 7;;LT 16;"900";328;CSIIR 2 - Setor Central C1 a C3, C5 a C8;CSIIR 2 - Setor Central C1 a C3, C5 a C8;CSIIR 2;"0";"2.500";a≤2500;"2";"5";"100";;"64,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"74.223";TAGUATINGA;SETOR CENTRAL C 12 BL E LT 1;SETOR CENTRAL;C 12;BL E;LT 1;"144";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"76.667";TAGUATINGA;SETOR HOTELEIRO PJ I;SETOR HOTELEIRO;;;PJ I;"720";327;CSIIR 2 - Setor Hoteleiro;CSIIR 2 - Setor Hoteleiro;CSIIR 2;"250";"900";250<a≤900;"2";"9";"100";;"33";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"77.584";TAGUATINGA;SETOR CENTRAL C 4 LT 11;SETOR CENTRAL;C 4;;LT 11;"200";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"79.522";TAGUATINGA;SETOR CENTRAL C 12 BL C LT 3;SETOR CENTRAL;C 12;BL C;LT 3;"100";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"79.746";TAGUATINGA;SETOR CENTRAL C 12 BL A LT 1;SETOR CENTRAL;C 12;BL A;LT 1;"105";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"79.965";TAGUATINGA;SETOR CENTRAL C 12 BL N LT 21;SETOR CENTRAL;C 12;BL N;LT 21;"37,5";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"80.995";TAGUATINGA;SETOR C SUL CSC 8 LT 4;SETOR C SUL;CSC 8;;LT 4;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"82.177";TAGUATINGA;SETOR B SUL QSB 9 LT 39;SETOR B SUL;QSB 9;;LT 39;"125,5";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"84.201";TAGUATINGA;SETOR D SUL QSD 2 LT 20;SETOR D SUL;QSD 2;;LT 20;"300";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"85.907";TAGUATINGA;SETOR L NORTE QNL 1 BL C PJ 3;SETOR L NORTE;QNL 1;;BL C PJ 3;"882";302;RE 3;RE 3;RE 3;"100";"1.950";100<a≤1950;"3";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;PROIBIDO;;
"36.147";TAGUATINGA;SETOR CENTRAL C 4 LT 2;SETOR CENTRAL;C 4;;LT 2;"200";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"39.335";TAGUATINGA;SETOR C NORTE QNC 5 LT 1;SETOR C NORTE;QNC 5;;LT 1;"350";322;CSIIR 2;CSIIR 2;CSIIR 2;"180";"1.000";180<a≤1000;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"39.554";TAGUATINGA;SETOR B SUL CSB 6 LT 7;SETOR B SUL;CSB 6;;LT 7;"1.750";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"40.098";TAGUATINGA;SETOR C SUL CSC 4 LT 1;SETOR C SUL;CSC 4;;LT 1;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"40.426";TAGUATINGA;SETOR L NORTE QNL 16 VIA LN 29 LT 9;SETOR L NORTE;QNL 16;VIA LN 29;LT 9;"116,73";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"40.671";TAGUATINGA;SETOR L NORTE QNL 18 VIA LN 29 LT 8;SETOR L NORTE;QNL 18;VIA LN 29;LT 8;"144,46";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"40.828";TAGUATINGA;SETOR A SUL QSA 11 LT 11;SETOR A SUL;QSA 11;;LT 11;"310";322;CSIIR 2;CSIIR 2;CSIIR 2;"180";"1.000";180<a≤1000;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"41.876";TAGUATINGA;SETOR L NORTE QNL 2 BL B PJ 2;SETOR L NORTE;QNL 2;;BL B PJ 2;"1.470";302;RE 3;RE 3;RE 3;"100";"1.950";100<a≤1950;"3";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;PROIBIDO;;
"43.052";TAGUATINGA;SETOR CENTRAL C 11 LT 6;SETOR CENTRAL;C 11;;LT 6;"300";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"45.435";TAGUATINGA;SETOR A SUL QSA 23 LT 11;SETOR A SUL;QSA 23;;LT 11;"300";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"46.364";TAGUATINGA;SETOR A NORTE QNA 13 LT 33;SETOR A NORTE;QNA 13;;LT 33;"435";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"46.554";TAGUATINGA;SETOR A SUL QSA 22 LT 5;SETOR A SUL;QSA 22;;LT 5;"300";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"48.720";TAGUATINGA;SETOR L NORTE QNL 16 VIA LN 29 LT 71;SETOR L NORTE;QNL 16;VIA LN 29;LT 71;"110,91";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"49.060";TAGUATINGA;SETOR B SUL QSB 2 LT 17;SETOR B SUL;QSB 2;;LT 17;"350";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"51.686";TAGUATINGA;SETOR D SUL CSD 1 LT 20;SETOR D SUL;CSD 1;;LT 20;"140";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"51.784";TAGUATINGA;SETOR C SUL CSC 11 LT 4;SETOR C SUL;CSC 11;;LT 4;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"51.897";TAGUATINGA;SETOR A NORTE QNA 2 LT 6;SETOR A NORTE;QNA 2;;LT 6;"300";322;CSIIR 2;CSIIR 2;CSIIR 2;"180";"1.000";180<a≤1000;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"52.617";TAGUATINGA;SETOR C SUL CSC 1 LT 4;SETOR C SUL;CSC 1;;LT 4;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"52.876";TAGUATINGA;SETOR B SUL CSB 6 LT 5;SETOR B SUL;CSB 6;;LT 5;"1.750";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"52.898";TAGUATINGA;SETOR CENTRAL C 12 BL N LT 2;SETOR CENTRAL;C 12;BL N;LT 2;"37,5";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"53.253";TAGUATINGA;SETOR L NORTE QNL 16 VIA LN 29 LT 49;SETOR L NORTE;QNL 16;VIA LN 29;LT 49;"105,09";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"56.768";TAGUATINGA;SETOR B SUL CSB 10 LT 5;SETOR B SUL;CSB 10;;LT 5;"1.600";316;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"500";"3.000";500<a≤3000;"2";"3";"70";"20";"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 2;NÃO INFORMADO;;
"57.169";TAGUATINGA;SETOR L NORTE QNL 16 VIA LN 29 LT 27;SETOR L NORTE;QNL 16;VIA LN 29;LT 27;"99,27";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"57.333";TAGUATINGA;SETOR C SUL CSC 10 LT 3;SETOR C SUL;CSC 10;;LT 3;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"57.488";TAGUATINGA;SETOR D SUL QSD 1 LT 17;SETOR D SUL;QSD 1;;LT 17;"300";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"57.826";TAGUATINGA;SETOR C SUL CSC 5 LT 3;SETOR C SUL;CSC 5;;LT 3;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"59.199";TAGUATINGA;SETOR A NORTE QNA 6 LT 1;SETOR A NORTE;QNA 6;;LT 1;"435";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"59.298";TAGUATINGA;SETOR A SUL QSA 11 LT 3;SETOR A SUL;QSA 11;;LT 3;"310";322;CSIIR 2;CSIIR 2;CSIIR 2;"180";"1.000";180<a≤1000;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"60.689";TAGUATINGA;SETOR A SUL QSA 11 LT 12;SETOR A SUL;QSA 11;;LT 12;"310";322;CSIIR 2;CSIIR 2;CSIIR 2;"180";"1.000";180<a≤1000;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"60.816";TAGUATINGA;SETOR B NORTE QNB 1 LT 9;SETOR B NORTE;QNB 1;;LT 9;"350";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"60.892";TAGUATINGA;SETOR B NORTE CNB 3 LT 9;SETOR B NORTE;CNB 3;;LT 9;"500";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"61.275";TAGUATINGA;SETOR B SUL QSB 16 LT 18;SETOR B SUL;QSB 16;;LT 18;"300";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"61.551";TAGUATINGA;SETOR A NORTE CNA 2 LT 6;SETOR A NORTE;CNA 2;;LT 6;"345";322;CSIIR 2;CSIIR 2;CSIIR 2;"180";"1.000";180<a≤1000;"2";"3";"100";;"36,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"61.568";TAGUATINGA;SETOR D SUL CSD 3 LT 11;SETOR D SUL;CSD 3;;LT 11;"140";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"61.627";TAGUATINGA;SETOR B NORTE QNB 1 LT 19;SETOR B NORTE;QNB 1;;LT 19;"350";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"61.725";TAGUATINGA;SETOR B NORTE CNB 1 LT 1;SETOR B NORTE;CNB 1;;LT 1;"600";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"62.700";TAGUATINGA;SETOR B SUL QSB 2 LT 11;SETOR B SUL;QSB 2;;LT 11;"350";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"62.761";TAGUATINGA;SETOR B NORTE QNB 1 LT 2;SETOR B NORTE;QNB 1;;LT 2;"350";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"62.881";TAGUATINGA;SETOR B SUL CSB 4 LT 1;SETOR B SUL;CSB 4;;LT 1;"1.107,5";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"63.396";TAGUATINGA;SETOR B NORTE CNB 2 LT 5;SETOR B NORTE;CNB 2;;LT 5;"600";325;CSIIR 2 - CSA, CSB e CNB;CSIIR 2 - CSA, CSB e CNB;CSIIR 2;"300";"3.500";300<a≤3500;"2";"5";"100";;"54";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"63.956";TAGUATINGA;SETOR B SUL QSB 3 LT 6;SETOR B SUL;QSB 3;;LT 6;"350";308;CSIIR 1 NO;CSIIR 1 NO;CSIIR 1 NO;"0";"700";a≤700;"2";"2,5";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
"64.409";TAGUATINGA;SETOR C SUL CSC 11 LT 1;SETOR C SUL;CSC 11;;LT 1;"150";321;CSIIR 2;CSIIR 2;CSIIR 2;"0";"180";a≤180;"2";"4";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"65.328";TAGUATINGA;SETOR CENTRAL C 12 BL L LT 9;SETOR CENTRAL;C 12;BL L;LT 9;"37,5";329;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2 - Setor Central C4, C9 a C12;CSIIR 2;"0";"2.500";a≤2500;"2";"4";"100";;"22,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;SIM;PERMITIDO TIPO 1;OBRIGATÓRIO;;
"66.216";TAGUATINGA;SETOR D SUL QSD 1 LT 13;SETOR D SUL;QSD 1;;LT 13;"300";315;CSIIR 2 NO;CSIIR 2 NO;CSIIR 2 NO;"0";"500";a≤500;"2";"3";"100";;"15,5";;;;;;NÃO INFORMADO;PONTO MÉDIO DA TESTADA FRONTAL;NÃO;PERMITIDO TIPO 1;NÃO INFORMADO;;
