,,,,,,RE 1,RE 2,RE 3,RO 1,RO 2,CSIIR 1 NO,CSIIR 1,CSIIR 2 NO,CSIIR 2,CSIIR 3,CSII 1,CSII 2,CSII 3,CSIIndR,CSIInd 1,CSIInd 2,CSIInd 3,Inst,PAC 1,PAC 2,PAC 3
,10-C,"10,9",10.96-1,1096-1/00,"Fabricação de alimentos e pratos prontos (não consumidos no local e referentes a congelados, sobremesas e salgadinhos) (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/01,Fabricação de vinagres,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/02,"Fabricação de pós alimentícios (pó para pudim, gelatina,…)",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/03,Fabricação de fermentos e leveduras,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/04,Fabricação de gelo comum,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/05,"Fabricação de produtos para infusão (chá, mate, etc.)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/06,Fabricação de adoçantes naturais e artificiais,0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/07,Fabricação de alimentos dietéticos e complementos alimentares,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,10-C,"10,9",10.99-6,1099-6/99,Fabricação de outros produtos alimentícios não especificados anteriormente(vide outros produtos citados nas Notas Explicativas da CNAE) (na UOS assinalada é permitido apenas fabricante de pão de queijo congelado constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,11-C,"11,1",11.11-9,1111-9/01,Fabricação de aguardente de cana-de-açúcar,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,11-C,"11,1",11.11-9,1111-9/02,"Fabricação de outras aguardentes e bebidas destiladas (inclui licores, amargos, aperitivos preparados, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,11-C,"11,1",11.12-7,1112-7/00,Fabricação de vinho (nas UOS assinaladas é permitido apenas fabricante constituído como microempresário),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,11-C,"11,1",11.13-5,1113-5/01,"Fabricação de malte, inclusive malte uísque",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,11-C,"11,1",11.13-5,1113-5/02,Fabricação de cervejas e chopes (nas UOS assinaladas é permitido apenas fabricante constituído como microempresário),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,11-C,"11,2",11.21-6,1121-6/00,Fabricação de águas envasadas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,11-C,"11,2",11.22-4,1122-4/01,Fabricação de refrigerantes,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,11-C,"11,2",11.22-4,1122-4/02,Fabricação de chá mate e outros chás prontos para consumo,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,11-C,"11,2",11.22-4,1122-4/03,"Fabricação de refrescos, xaropes e pós para refrescos, exceto refrescos de frutas",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,11-C,"11,2",11.22-4,1122-4/04,Fabricação de bebidas isotônicas,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,11-C,"11,2",11.22-4,1122-4/99,Fabricação de outras bebidas não-alcoólicas não especificadas anteriormente (vide outras bebidas citadas nas Notas Explicativas da CNAE),0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,12-C,"12,1",12.10-7,1210-7/00,Processamento industrial do fumo,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,12-C,"12,2",12.20-4,1220-4/01,Fabricação de cigarros,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,12-C,"12,2",12.20-4,1220-4/02,Fabricação de cigarrilhas e charutos (nas UOS assinaladas é permitido apenas fabricante constituído como microempresário),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,12-C,"12,2",12.20-4,1220-4/03,Fabricação de filtros para cigarros,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,12-C,"12,2",12.20-4,1220-4/99,"Fabricação de outros produtos do fumo, exceto cigarros, cigarrilhas e charutos",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,13-C,"13,1",13.11-1,1311-1/00,Preparação e fiação de fibras de algodão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,13-C,"13,1",13.12-0,1312-0/00,"Preparação e fiação de fibras têxteis naturais, exceto algodão",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,13-C,"13,1",13.13-8,1313-8/00,Fiação de fibras artificiais e sintéticas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,13-C,"13,1",13.14-6,1314-6/00,Fabricação de linhas para costurar e bordar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,13-C,"13,2",13.21-9,1321-9/00,Tecelagem de fios de algodão,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,13-C,"13,2",13.22-7,1322-7/00,"Tecelagem de fios de fibras têxteis naturais, exceto algodão",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,13-C,"13,2",13.23-5,1323-5/00,Tecelagem de fios de fibras artificiais e sintéticas,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,13-C,"13,3",13.30-8,1330-8/00,Fabricação de tecidos de malha,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,13-C,"13,4",13.40-5,1340-5/01,"Estamparia e texturização em fios, tecidos, artefatos têxteis e peças do vestuário (nas UOS assinaladas é permitido apenas estampador de peças do vestuário constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,13-C,"13,4",13.40-5,1340-5/02,"Alvejamento, tingimento e torção em fios, tecidos, artefatos têxteis e peças do vestuário",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
,13-C,"13,4",13.40-5,1340-5/99,"Outros serviços de acabamento em fios, tecidos, artefatos têxteis e peças do vestuário (nas UOS assinaladas são permitidos apenas bordadeiras e customizadores de roupas constituídos como microempreendedores individuais - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,13-C,"13,5",13.51-1,1351-1/00,"Fabricação de artefatos têxteis para uso doméstico (roupa de cama, banho, cozinha, …)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,13-C,"13,5",13.52-9,1352-9/00,Fabricação de artefatos de tapeçaria (nas UOS assinaladas é permitido apenas tapeceiro constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,13-C,"13,5",13.53-7,1353-7/00,"Fabricação de artefatos de cordoaria (barbantes, cordas, cabos e cordeis, …)",0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
,13-C,"13,5",13.54-5,1354-5/00,"Fabricação de tecidos especiais, inclusive artefatos",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,13-C,"13,5",13.59-6,1359-6/00,"Fabricação de outros produtos têxteis não especificados anteriormente (sacos de algodão, bandeiras, passamanaria, renda, bordados - vide outros produtos citados nas Notas Explicativas da CNAE)(nas UOS assinaladas é permitido apenas rendeiro constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.11-8,1411-8/01,Confecção de roupas íntimas,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.11-8,1411-8/02,Facção de roupas íntimas,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.12-6,1412-6/01,"Confecção de peças do vestuário, exceto roupas íntimas e as confeccionadas sob medida (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.12-6,1412-6/02,"Confecção, sob medida, de peças do vestuário, exceto roupas íntimas ( nas UOS assinaladas é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.12-6,1412-6/03,"Facção de peças do vestuário, exceto roupas íntimas (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.13-4,1413-4/01,"Confecção de roupas profissionais, exceto sob medida",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.13-4,1413-4/02,"Confecção, sob medida, de roupas profissionais",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.13-4,1413-4/03,Facção de roupas profissionais,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,1",14.14-2,1414-2/00,"Fabricação de acessórios do vestuário, exceto para segurança e proteção",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,2",14.21-5,1421-5/00,Fabricação de meias,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,14-C,"14,2",14.22-3,1422-3/00,"Fabricação de artigos do vestuário, produzidos em malharias e tricotagens, exceto meias (na UOS assinalada são permitidos apenas crocheteiro e tricoteiro constituídos como microempreendedores individuais - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,1",15.10-6,1510-6/00,Curtimento e outras preparações de couro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,15-C,"15,2",15.21-1,1521-1/00,"Fabricação de artigos para viagem, bolsas e semelhantes de qualquer material (couro, tecido, plástico, papelão, madeira)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,2",15.29-7,1529-7/00,"Fabricação de artefatos de couro não especificados anteriormente (porta notas, porta documentos, artefatos de selaria e artigos de couro para pequenos animais, correias de transmissão e artigos de couro para máquinas, pulseiras não-metálicas para relógios - vide outros citados nas Notas Explicativas da CNAE) (nas UOS assinaladas é permitido apenas artesão em couro constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,3",15.31-9,1531-9/01,Fabricação de calçados de couro,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,3",15.31-9,1531-9/02,Acabamento de calçados de couro sob contrato,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,3",15.32-7,1532-7/00,Fabricação de tênis de qualquer material,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,3",15.33-5,1533-5/00,Fabricação de calçados de material sintético,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,3",15.39-4,1539-4/00,"Fabricação de calçados de materiais não especificados anteriormente (madeira, tecidos, fibras, borracha - vide outros citados nas Nota Explicativas da CNAE)",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,15-C,"15,4",15.40-8,1540-8/00,"Fabricação de partes para calçados, de qualquer material",0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,16-C,"16,1",16.10-2,1610-2/01,Serrarias com desdobramento de madeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,16-C,"16,1",16.10-2,1610-2/02,Serrarias sem desdobramento de madeira,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,16-C,"16,2",16.21-8,1621-8/00,"Fabricação de madeira laminada e de chapas de madeira compensada, prensada e aglomerada",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,16-C,"16,2",16.22-6,1622-6/01,Fabricação de casas de madeira pré-fabricadas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,16-C,"16,2",16.22-6,1622-6/02,Fabricação de esquadrias de madeira e de peças de madeira para instalações industriais e comerciais,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,16-C,"16,2",16.22-6,1622-6/99,"Fabricação de outros artigos de carpintaria para construção (estruturas de madeira e vigamentos, escadas, cancelas, …)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,16-C,"16,2",16.23-4,1623-4/00,"Fabricação de artefatos de tanoaria e de embalagens de madeira (caixas, barris, toneis, pipas, paletes, ...)",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,16-C,"16,2",16.29-3,1629-3/01,"Fabricação de artefatos diversos de madeira, exceto móveis (cabos de ferramentas, obras de talha, fôrmas,
…)(nas UOS assinaladas é permitido apenas artesão em madeira constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,16-C,"16,2",16.29-3,1629-3/02,"Fabricação de artefatos diversos de cortiça, bambu, palha, vime e outros materiais trançados, exceto móveis (na UOS assinalada é permitido apenas fabricante constituído como microempreendedor individual - MEI )",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,17-C,"17,1",17.10-9,1710-9/00,Fabricação de celulose e outras pastas para a fabricação de papel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,17-C,"17,2",17.21-4,1721-4/00,Fabricação de papel,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,17-C,"17,2",17.22-2,1722-2/00,Fabricação de cartolina e papel-cartão,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,17-C,"17,3",17.31-1,1731-1/00,Fabricação de embalagens de papel (sacos e sacolas),0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,17-C,"17,3",17.32-0,1732-0/00,"Fabricação de embalagens de cartolina e papel-cartão (caixas, estojos, cartuchos, cartelas e outros)",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,17-C,"17,3",17.33-8,1733-8/00,"Fabricação de chapas e de embalagens de papelão ondulado (embalagens e acessórios de papelão, face simples e ondulada do papelão)",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
,17-C,"17,4",17.41-9,1741-9/01,Fabricação de formulários contínuos,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,17-C,"17,4",17.41-9,1741-9/02,"Fabricação de produtos de papel, cartolina, papel-cartão e papelão ondulado para uso industrial, comercial e de escritório, exceto formulário contínuo",0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,17-C,"17,4",17.42-7,1742-7/01,Fabricação de fraldas descartáveis (nas UOS assinaladas é permitido apenas confeccionador de fraldas descartáveis constituído como microempreendedor individual - MEI),0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,17-C,"17,4",17.42-7,1742-7/02,Fabricação de absorventes higiênicos,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
,17-C,"17,4",17.42-7,1742-7/99,"Fabricação de produtos de papel para uso doméstico e higiênico-sanitário não especificados anteriormente (guardanapos, toalhas, papel higiênico, copos - vide outros proditos citados nas notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0
,17-C,"17,4",17.49-4,1749-4/00,"Fabricação de produtos de pastas celulósicas, papel, cartolina, papel-cartão e papelão ondulado não especificados anteriormente (papel de parede, peças e acessórios para máquinas - vide outros produtos citados nas Notas Explicativas da CNAE)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,18-C,"18,1",18.11-3,1811-3/01,Impressão de jornais,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,18-C,"18,1",18.11-3,1811-3/02,"Impressão de livros, revistas e outras publicações periódicas",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,18-C,"18,1",18.12-1,1812-1/00,"Impressão de material de segurança (talonários de cheques, ações, títulos ao portador, cautelas, cartões magnéticos e telefônicos, holografias, selos, bilhetes eletromagnéticos, ...)",0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,18-C,"18,1",18.13-0,1813-0/01,"Impressão de material para uso publicitário (calendários, pôsteres, cartazes, catálogos promocionais, catálogos de arte, tablóides e encartes, kits promocionais, banners, outdoors, malas diretas, ...)(nas UOS assinaladas é permitido apenas serigrafista publicitário constituído como microempreendedor individual - MEI )",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,18-C,"18,1",18.13-0,1813-0/99,"Impressão de material para outros usos (cardápios, convites, cartões de visita, relatórios de empresas, mala direta, ...)(nas UOS assinaladas é permitido apenas serigrafista constituído como microempreendedor individual - MEI)",0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,18-C,"18,2",18.21-1,1821-1/00,Serviços de pré-impressão,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,18-C,"18,2",18.22-9,1822-9/01,Serviços de encadernação e plastificação,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,18-C,"18,2",18.22-9,1822-9/99,"Serviços de acabamentos gráficos, exceto encadernação e plastificação (colagem, dobra manual e mecânica, picote, intercalação, furação, relevo, corte e vinco, gofragem, envernizamento, hot stamping, laminação e serviços afins, sob contrato)",0,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,0
,18-C,"18,3",18.30-0,1830-0/01,"Reprodução de som em qualquer suporte (multiplicação de uma matriz em CD, fita magnética, disco e outros meios )",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,18-C,"18,3",18.30-0,1830-0/02,"Reprodução de vídeo em qualquer suporte (multiplicação de uma matriz em CD, fita magnética, disco e outros meios)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,18-C,"18,3",18.30-0,1830-0/03,"Reprodução de software em qualquer suporte (multiplicação de uma matriz em CD, fita magnética, disco e outros meios)",0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0
,20-C,"20,1",20.11-8,2011-8/00,Fabricação de cloro e álcalis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,1",20.12-6,2012-6/00,Fabricação de intermediários para fertilizantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,1",20.13-4,2013-4/01,Fabricação de adubos e fertilizantes organo-minerais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,1",20.13-4,2013-4/02,"Fabricação de adubos e fertilizantes, exceto organo- minerais",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,1",20.14-2,2014-2/00,Fabricação de gases industriais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,1",20.19-3,2019-3/99,Fabricação de outros produtos químicos inorgânicos não especificados anteriormente (vide outros produtos citados nas Notas Explicativas da CNAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,3",20.31-2,2031-2/00,Fabricação de resinas termoplásticas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,3",20.32-1,2032-1/00,Fabricação de resinas termofixas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,3",20.33-9,2033-9/00,Fabricação de elastômeros,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,4",20.40-1,2040-1/00,Fabricação de fibras artificiais e sintéticas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,5",20.51-7,2051-7/00,Fabricação de defensivos agrícolas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,5",20.52-5,2052-5/00,Fabricação de desinfestantes domissanitários,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0
,20-C,"20,6",20.61-4,2061-4/00,Fabricação de sabões e detergentes sintéticos,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
,20-C,"20,6",20.62-2,2062-2/00,Fabricação de produtos de limpeza e polimento,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
,20-C,"20,6",20.63-1,2063-1/00,"Fabricação de cosméticos, produtos de perfumaria e de higiene pessoal",0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0
,20-C,"20,7",20.71-1,2071-1/00,"Fabricação de tintas, vernizes, esmaltes e lacas",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,7",20.72-0,2072-0/00,Fabricação de tintas de impressão,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0
,20-C,"20,7",20.73-8,2073-8/00,"Fabricação de impermeabilizantes, solventes e produtos afins",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,9",20.91-6,2091-6/00,Fabricação de adesivos e selantes,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,9",20.92-4,2092-4/01,"Fabricação de pólvoras, explosivos e detonantes",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,9",20.92-4,2092-4/02,Fabricação de artigos pirotécnicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,9",20.92-4,2092-4/03,Fabricação de fósforos de segurança,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
,20-C,"20,9",20.93-2,2093-2/00,Fabricação de aditivos de uso industrial,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,9",20.94-1,2094-1/00,Fabricação de catalisadores,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,20-C,"20,9",20.99-1,2099-1/01,"Fabricação de chapas, filmes, papéis e outros materiais e produtos químicos para fotografia",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,20-C,"20,9",20.99-1,2099-1/99,Fabricação de outros produtos químicos não especificados anteriormente (vide outros produtos citados nas Notas Explicativas da CNAE),0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,21-C,"21,1",21.10-6,2110-6/00,Fabricação de produtos farmoquímicos,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,21-C,"21,2",21.21-1,2121-1/01,Fabricação de medicamentos alopáticos para uso humano (inclui as centrais de manipulação),0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0
,21-C,"21,2",21.21-1,2121-1/02,Fabricação de medicamentos homeopáticos para uso humano (inclui as centrais de manipulação),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,21-C,"21,2",21.21-1,2121-1/03,Fabricação de medicamentos fitoterápicos para uso humano (inclui as centrais de manipulação),0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0
,21-C,"21,2",21.22-0,2122-0/00,Fabricação de medicamentos para uso veterinário,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,21-C,"21,2",21.23-8,2123-8/00,Fabricação de preparações farmacêuticas,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,22-C,"22,1",22.11-1,2211-1/00,Fabricação de pneumáticos e de câmaras-de-ar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,22-C,"22,1",22.12-9,2212-9/00,Reforma de pneumáticos usados,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,1,1
,22-C,"22,1",22.19-6,2219-6/00,Fabricação de artefatos de borracha não especificados anteriormente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,22-C,"22,2",22.21-8,2221-8/00,Fabricação de laminados planos e tubulares de material plástico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,22-C,"22,2",22.22-6,2222-6/00,Fabricação de embalagens de material plástico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,22-C,"22,2",22.23-4,2223-4/00,Fabricação de tubos e acessórios de material plástico para uso na construção,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,22-C,"22,2",22.29-3,2229-3/01,Fabricação de artefatos de material plástico para uso pessoal e doméstico,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0
,22-C,"22,2",22.29-3,2229-3/02,Fabricação de artefatos de material plástico para usos industriais,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,22-C,"22,2",22.29-3,2229-3/03,"Fabricação de artefatos de material plástico para uso na construção, exceto tubos e acessórios",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,22-C,"22,2",22.29-3,2229-3/99,Fabricação de artefatos de material plástico para outros usos não especificados anteriormente,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,23-C,"23,1",23.11-7,2311-7/00,Fabricação de vidro plano e de segurança,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0
,23-C,"23,1",23.12-5,2312-5/00,Fabricação de embalagens de vidro,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,23-C,"23,1",23.19-2,2319-2/00,Fabricação de artigos de vidro,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0
,23-C,"23,2",23.20-6,2320-6/00,Fabricação de cimento,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
